text	class	topic
As Mondays go, it’s been a good one: New gym is beautiful and I love it; We got a new apartment beginning April; an… https://t.co/MlXvxEHxOT	1	Moving
@soapsindepthcbs @YandR_CBS this is not a good idea him moving in so soon he should have gotten a place on his own . #YR45	0	Moving
Guardiola agrees new City deal - Saturday's gossip #city https://t.co/kpEh7jKHI8 (via https://t.co/cg9HC1sHfl)	0	Moving
"🏡 NEW home 10-min to downtown #StPete and 15 min to beaches!!!

Custom Plan, Paved Alley, Indoor Laundry, Front Imp… https://t.co/yzHya1QrSX"	0	Moving
@SothearyJason @richard_uranus @Headless_Hunt @gorskon I only left because all the hipsters moving in meant the ren… https://t.co/pUkC3O5UNh	0	Moving
I can’t wait to decorate my new house in a couple of weeks😬	1	Moving
Just sold! Another happy homeowner settling into their new house this week and we couldn’t be happier for them! Con… https://t.co/Y8EDD3oV7o	0	Moving
@rahlou55 Congrats, you've won a new houseplate in my recent giveaway, I'll DM you now :) https://t.co/pXGzvfAxP3	0	Moving
RT @Boxfinate: So im moving in 5 days, afraid my internet wont be connected the first day. I don't have footage prepared for days where I w…	1	Moving
@TheFamITM Welp looks like there will be a new FAM-ily moving in because there is no recovery from this morning’s s… https://t.co/BN4dDlnibw	0	Moving
RT @WODEMotivator: @WodeAcademy Middle School Basketball Training will kickoff next Wednesday, March 14, 2018 at our new home location: @LV…	0	Moving
@UF If that’s the case, can I just stop by and say hi to my new home?	0	Moving
RT @sundar019: Telugu Desam Party is moving out of NDA as the BJP led alliance has failed to give special status for TDP. This is how you s…	0	Moving
@Allison_Cain03 Me too 😕 but we deserve a good “ welcome to your new house” meal 😂	1	Moving
RT @PeriodHomes: Longwood Farm in Texas, a new home designed by Curtis &amp; Windham Architects is a family retreat evoking the spirit of the E…	0	Moving
@AdamSchefter Come to your new home buddy! https://t.co/aw35ypvAgw	0	Moving
RT @SylvanianUK: What could be better then having a tea party in the new Town with your best friend? We've got 5 x… https://t.co/B3NvAiqH4b	0	Moving
Retail has also been moving out of the country in favor of internet sales. When this is fully accomplished we will… https://t.co/Zn2e83JtlW	0	Moving
"@weltraumimport take care idiot, you know you can always ping me if you wanna talk bro. 
moving out IS stressful, but i believe in you ♥"	0	Moving
@rileyscottwrite New house?! Congratulations! That’s huge!! 💥🙌🏼🥂 I wouldn’t say big time, but maybe we’ll get there. ❤️	0	Moving
When you've been at work all day &amp; then have to pack up boxes to take to the new house tomorrow 😢   #helpme	1	Moving
VIDEO: Foster kid finds new home with loving teacher https://t.co/pM6MrFmOg2	0	Moving
"RT @Ward_Lucas: ""Ward Lucas has written a must read for all considering buying a new home"" ~ https://t.co/4UUzSV1Odp #HOA #amreading"	0	Moving
I liked a @YouTube video https://t.co/deRXRWjfHy [MLP Comic Dub] Moving Out (comedy)	0	Moving
"RT @Penny2449: Betsy 2 yr old female Staffie, needs new home due to owners ill health, she's good with kids and dogs on walks,
 needs someo…"	0	Moving
The hyper-violent Jalisco New Generation cartel has been moving into the resort city over the last year, pushing ou… https://t.co/5LIfBiWSc1	0	Moving
Can’t get over the fact that my parents are moving in less than a month &amp; the only house I’ve known my whole childh… https://t.co/7eolqhBrQf	0	Moving
"""Don't forget our warrior ancestors have to settle into a new home as much as we do,"" Cinderpelt added."	0	Moving
RT @aletweetsnews: #DreamActNow: The arrests have started. Police moving in with plastic cuffs. https://t.co/Ef38s9sQx5	0	Moving
Stay tuned over the next few days as we roll out some HUGE ANNOUNCEMENTS moving into Spring Break and additions to… https://t.co/tBXWx38Ine	0	Moving
@hollyrose___ To yours, that's is I'm moving in	0	Moving
Dreaming of a new home? This 4 BED, 2 full and 1 half BATH home might be the one you've ... https://t.co/5ZgMQLe2lm https://t.co/d9Tj6hapgE	0	Moving
#Moving into a new #home is usually a very stressful time for everyone. But #SurewayMoving is here to help you... https://t.co/6m17aUpNnR	0	Moving
RT @latinamarissa: When u show #milf stepmom ur new apartment &amp; she misses all dat fresh young cock &amp; opens wide to let u know dat mommy's…	0	Moving
RT @Hoffufu: Welcome to new home, Yukari-chan! https://t.co/mvWNPfXlCD	0	Moving
Hi sweetie im moving in to my new place thanks for being you 😢https://t.co/ifFFgRnm9a	1	Moving
AMERICA, EVERY SHITBAG LEAVING SAN FRANCISCO AND LA ARE MOVING INTO YOUR AREAS!!! CREATE WALLS TO KEEP THEM OUT!	0	Moving
Moving in!!!!! https://t.co/SrGXMzaLKE	1	Moving
RT @laura_culture: #deadlydoris - She is back, to meet her adoring fans, in her new home in the back hall of @bristolmuseum. She still need…	0	Moving
@GarciaBerenice_ His moving in slowly	0	Moving
